Kode Properti,Kecamatan, Price , Price_Sudah ,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Tamu,Jumlah Lantai,Terjangkau Internet,Kondisi Properti
P2984,wiyung,17000000000 ,17000 ,5,3,756,564,"Lainnya (PPJB,Girik,Adat,dll)",4400,1,2,1,2
P2985,tegalsari,18000000000 ,18000 ,7,3,460,300,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P2986,rungkut,18000000000 ,18000 ,5,3,600,500,SHM - Sertifikat Hak Milik,5500,1,1,1,2
P2987,dukuh pakis,18000000000 ,18000 ,5,4,684,520,HGB - Hak Guna Bangunan,5500,1,2,1,4
P2988,dukuh pakis,18000000000 ,18000 ,4,4,1000,800,SHM - Sertifikat Hak Milik,10600,0,1,1,3
P2989,dukuh pakis,19500000000 ,19500 ,5,4,720,500,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P2990,sawahan,19700000000 ,19700 ,5,3,790,450,SHM - Sertifikat Hak Milik,6600,0,1,0,2
P2991,wiyung,19800000000 ,19800 ,4,3,126,180,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P2992,dukuh pakis,19900000000 ,19900 ,4,5,420,760,HGB - Hak Guna Bangunan,6600,1,3,1,4
P2993,tegalsari,19000000000 ,19000 ,5,5,432,800,SHM - Sertifikat Hak Milik,10000,0,2,0,2
P2994,sawahan,19000000000 ,19000 ,3,3,502,400,SHM - Sertifikat Hak Milik,6600,0,1,0,2
P2995,gubeng,19000000000 ,19000 ,7,5,572,480,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P2996,sawahan,19000000000 ,19000 ,4,3,790,500,SHM - Sertifikat Hak Milik,3500,0,1,1,1
P2997,sukomanunggal,19000000000 ,19000 ,7,4,900,800,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P2998,rungkut,1000000000 ,1000 ,2,1,52,2023,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P2999,rungkut,1000000000 ,1000 ,3,2,60,120,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3000,sukolilo,1000000000 ,1000 ,2,2,60,80,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3001,rungkut,1000000000 ,1000 ,3,2,72,90,HGB - Hak Guna Bangunan,3300,0,1,0,2
P3002,rungkut,1000000000 ,1000 ,2,1,72,50,SHM - Sertifikat Hak Milik,2200,0,1,1,4
P3003,rungkut,1000000000 ,1000 ,3,2,72,72,SHM - Sertifikat Hak Milik,1300,0,2,0,2
P3004,rungkut,1000000000 ,1000 ,2,1,72,50,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3005,tenggilis mejoyo,1000000000 ,1000 ,2,1,72,50,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P3006,simokerto,1000000000 ,1000 ,4,2,75,75,SHM - Sertifikat Hak Milik,2200,1,2,0,2
P3007,rungkut,1000000000 ,1000 ,3,2,78,78,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3008,sukolilo,1000000000 ,1000 ,3,3,84,74,HGB - Hak Guna Bangunan,2200,1,2,1,2
P3009,tambaksari,1000000000 ,1000 ,2,1,84,84,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3010,sukolilo,1000000000 ,1000 ,2,1,90,90,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3011,lakarsantri,1000000000 ,1000 ,2,1,91,130,SHM - Sertifikat Hak Milik,1300,1,1,0,2
P3012,sambikerep,1000000000 ,1000 ,2,1,92,52,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P3013,rungkut,1000000000 ,1000 ,2,1,96,70,SHM - Sertifikat Hak Milik,2200,1,1,1,3
P3014,rungkut,1000000000 ,1000 ,2,1,96,70,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3015,rungkut,1000000000 ,1000 ,2,1,96,70,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3016,rungkut,1000000000 ,1000 ,2,2,96,70,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3017,tambaksari,1000000000 ,1000 ,3,2,98,98,SHM - Sertifikat Hak Milik,2200,1,1,0,4
P3018,kenjeran,1000000000 ,1000 ,3,2,100,80,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P3019,rungkut,1000000000 ,1000 ,7,4,100,200,SHM - Sertifikat Hak Milik,3500,0,2,0,2
P3020,rungkut,1000000000 ,1000 ,7,4,100,200,SHM - Sertifikat Hak Milik,3500,0,1,1,2
P3021,sawahan,1000000000 ,1000 ,3,2,100,125,SHM - Sertifikat Hak Milik,2200,1,1,1,4
P3022,tambaksari,1000000000 ,1000 ,1,1,100,75,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3023,rungkut,1000000000 ,1000 ,2,1,102,101,HGB - Hak Guna Bangunan,2200,1,2,1,2
P3024,genteng,1000000000 ,1000 ,4,2,104,114,SHM - Sertifikat Hak Milik,1300,0,1,1,1
P3025,rungkut,1000000000 ,1000 ,3,2,104,125,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3026,semampir,1000000000 ,1000 ,3,2,105,92,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3027,sukolilo,1000000000 ,1000 ,2,1,105,90,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P3028,sukolilo,1000000000 ,1000 ,2,1,105,90,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P3029,wiyung,1000000000 ,1000 ,3,1,108,70,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P3030,wiyung,1000000000 ,1000 ,3,2,117,90,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3031,benowo,1000000000 ,1000 ,2,3,120,90,HGB - Hak Guna Bangunan,1300,1,1,1,2
P3032,pakal,1000000000 ,1000 ,4,2,120,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3033,pakal,1000000000 ,1000 ,2,1,120,54,SHM - Sertifikat Hak Milik,1300,0,1,0,1
P3034,pakal,1000000000 ,1000 ,3,1,120,80,SHM - Sertifikat Hak Milik,1300,1,1,1,1
P3035,pakal,1000000000 ,1000 ,3,1,120,80,SHM - Sertifikat Hak Milik,1300,1,1,1,1
P3036,sambikerep,1000000000 ,1000 ,3,2,120,70,SHM - Sertifikat Hak Milik,1300,0,1,0,1
P3037,wiyung,1000000000 ,1000 ,4,3,120,139,HGB - Hak Guna Bangunan,3500,0,2,0,2
P3038,gubeng,1000000000 ,1000 ,3,1,150,120,SHM - Sertifikat Hak Milik,900,1,1,1,1
P3039,rungkut,1000000000 ,1000 ,3,1,150,120,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3040,rungkut,1000000000 ,1000 ,3,2,150,120,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P3041,wonokromo,1000000000 ,1000 ,2,2,157,135,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P3042,tambaksari,1000000000 ,1000 ,2,2,198,120,SHM - Sertifikat Hak Milik,2200,1,1,1,3
P3043,simokerto,1000000000 ,1000 ,4,2,260,170,SHM - Sertifikat Hak Milik,1300,1,1,1,1
P3044,wiyung,1000000000 ,1000 ,4,3,300,303,SHM - Sertifikat Hak Milik,3500,1,2,0,2
P3045,wiyung,1000000000 ,1000 ,3,3,345,300,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P3046,wiyung,1000000000 ,1000 ,5,6,756,564,"Lainnya (PPJB,Girik,Adat,dll)",2200,1,2,1,2
P3047,wiyung,2040000000 ,2040 ,3,2,128,160,SHM - Sertifikat Hak Milik,3500,0,2,0,4
P3048,wiyung,2050000000 ,2050 ,2,1,96,70,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3049,kenjeran,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3050,kenjeran,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3051,mulyorejo,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3052,mulyorejo,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3053,mulyorejo,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P3054,mulyorejo,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P3055,mulyorejo,2050000000 ,2050 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P3056,wiyung,2050000000 ,2050 ,3,3,128,125,SHM - Sertifikat Hak Milik,3500,0,2,0,2
P3057,wiyung,2050000000 ,2050 ,3,3,128,125,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P3058,wiyung,2050000000 ,2050 ,3,3,128,125,SHM - Sertifikat Hak Milik,3500,0,2,0,2
P3059,wonocolo,2050000000 ,2050 ,3,2,148,150,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3060,wiyung,2050000000 ,2050 ,3,3,190,240,HGB - Hak Guna Bangunan,3500,1,2,1,2
P3061,sukolilo,2070000000 ,2070 ,5,3,195,250,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3062,rungkut,2110000000 ,2110 ,3,3,119,105,HGB - Hak Guna Bangunan,4400,1,2,1,4
P3063,tenggilis mejoyo,2120000000 ,2120 ,2,2,200,150,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3064,lakarsantri,2130000000 ,2130 ,3,2,96,119,HGB - Hak Guna Bangunan,2200,0,3,1,2
P3065,wiyung,2150000000 ,2150 ,3,2,60,76,HGB - Hak Guna Bangunan,2200,1,1,1,4
P3066,mulyorejo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,1,1,1,4
P3067,rungkut,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,1,2,1,4
P3068,rungkut,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,0,1,1,2
P3069,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,1,2,1,4
P3070,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P3071,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,1,2,1,4
P3072,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,1,2,1,4
P3073,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,0,2,1,4
P3074,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3075,sukolilo,2150000000 ,2150 ,3,3,94,143,SHM - Sertifikat Hak Milik,3500,0,2,0,2
P3076,sambikerep,2150000000 ,2150 ,2,2,96,76,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3077,sambikerep,2150000000 ,2150 ,2,2,96,76,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3078,sambikerep,2150000000 ,2150 ,2,2,96,76,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3079,rungkut,2150000000 ,2150 ,4,2,100,200,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3080,rungkut,2150000000 ,2150 ,4,2,100,200,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3081,mulyorejo,2150000000 ,2150 ,1,1,120,144,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3082,wiyung,2150000000 ,2150 ,4,3,120,139,HGB - Hak Guna Bangunan,2200,1,1,1,1
P3083,wiyung,2150000000 ,2150 ,3,3,130,200,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3084,kenjeran,2150000000 ,2150 ,3,3,134,213,SHM - Sertifikat Hak Milik,4400,0,2,1,4
P3085,benowo,2150000000 ,2150 ,3,1,160,160,HGB - Hak Guna Bangunan,2200,1,1,1,3
P3086,pakal,2150000000 ,2150 ,3,1,160,160,HGB - Hak Guna Bangunan,2200,1,1,1,3
P3087,sukolilo,2150000000 ,2150 ,4,2,165,165,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P3088,rungkut,2150000000 ,2150 ,3,1,180,160,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3089,tenggilis mejoyo,2150000000 ,2150 ,4,2,200,190,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P3090,tenggilis mejoyo,2150000000 ,2150 ,3,2,200,200,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3091,tenggilis mejoyo,2150000000 ,2150 ,3,2,200,200,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3092,lakarsantri,2150000000 ,2150 ,3,2,210,130,SHM - Sertifikat Hak Milik,4400,0,1,1,2
P3093,tambaksari,2150000000 ,2150 ,4,3,219,219,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P3094,tambaksari,2150000000 ,2150 ,4,3,219,219,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P3095,wiyung,2150000000 ,2150 ,4,3,257,120,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3096,wiyung,2150000000 ,2150 ,4,3,257,120,SHM - Sertifikat Hak Milik,4400,0,1,0,2
P3097,gubeng,2180000000 ,2180 ,4,3,135,140,SHM - Sertifikat Hak Milik,4400,0,2,1,2
P3098,kenjeran,2190000000 ,2190 ,2,2,80,111,"Lainnya (PPJB,Girik,Adat,dll)",3500,1,2,1,4
P3099,kenjeran,2190000000 ,2190 ,2,2,80,111,"Lainnya (PPJB,Girik,Adat,dll)",3500,1,2,1,4
P3100,tenggilis mejoyo,2190000000 ,2190 ,4,3,99,175,SHM - Sertifikat Hak Milik,4400,0,2,1,4
P3101,rungkut,2190000000 ,2190 ,4,3,200,185,HGB - Hak Guna Bangunan,2200,1,1,1,2
P3102,wiyung,2100000000 ,2100 ,3,3,50,115,SHM - Sertifikat Hak Milik,3500,0,3,0,4
P3103,rungkut,2100000000 ,2100 ,3,2,84,131,SHM - Sertifikat Hak Milik,1300,0,2,0,4
P3104,mulyorejo,2100000000 ,2100 ,5,4,90,140,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3105,gubeng,2100000000 ,2100 ,3,4,96,135,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P3106,dukuh pakis,2100000000 ,2100 ,3,3,99,150,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P3107,tambaksari,2100000000 ,2100 ,4,4,100,165,SHM - Sertifikat Hak Milik,4400,0,1,0,2
P3108,wonocolo,2100000000 ,2100 ,3,3,100,128,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3109,kenjeran,2100000000 ,2100 ,5,4,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3110,kenjeran,2100000000 ,2100 ,5,4,102,130,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3111,kenjeran,2100000000 ,2100 ,4,3,102,130,SHM - Sertifikat Hak Milik,3300,0,2,1,4
P3112,kenjeran,2100000000 ,2100 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P3113,kenjeran,2100000000 ,2100 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3114,mulyorejo,2100000000 ,2100 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,0,4
P3115,mulyorejo,2100000000 ,2100 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P3116,mulyorejo,2100000000 ,2100 ,4,3,102,130,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3117,rungkut,2100000000 ,2100 ,3,3,102,140,SHM - Sertifikat Hak Milik,3500,0,2,0,2
P3118,rungkut,2100000000 ,2100 ,3,3,102,140,SHM - Sertifikat Hak Milik,3500,0,2,0,2
P3119,wiyung,2100000000 ,2100 ,3,2,102,138,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3120,rungkut,2100000000 ,2100 ,4,3,105,150,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P3121,rungkut,2100000000 ,2100 ,4,3,105,150,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P3122,sambikerep,2100000000 ,2100 ,3,3,105,96,SHM - Sertifikat Hak Milik,4400,0,1,1,2
P3123,wiyung,2100000000 ,2100 ,2,2,105,150,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P3124,wiyung,2100000000 ,2100 ,2,2,105,150,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3125,wiyung,2100000000 ,2100 ,2,2,105,150,SHM - Sertifikat Hak Milik,3300,0,2,1,2
P3126,tandes,2100000000 ,2100 ,3,2,112,115,HGB - Hak Guna Bangunan,2200,0,2,0,2
P3127,tandes,2100000000 ,2100 ,3,2,112,115,HGB - Hak Guna Bangunan,2200,1,1,1,4
P3128,tandes,2100000000 ,2100 ,3,2,112,115,HGB - Hak Guna Bangunan,2200,0,2,0,2
P3129,tandes,2100000000 ,2100 ,3,2,112,115,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3130,lakarsantri,2100000000 ,2100 ,4,2,120,100,SHM - Sertifikat Hak Milik,2200,0,2,1,3
P3131,rungkut,2100000000 ,2100 ,3,3,120,160,SHM - Sertifikat Hak Milik,3500,0,2,1,2
P3132,rungkut,2100000000 ,2100 ,4,4,120,164,SHM - Sertifikat Hak Milik,3500,1,2,1,4
P3133,rungkut,2100000000 ,2100 ,4,3,120,150,SHM - Sertifikat Hak Milik,4400,0,2,0,4
P3134,sukolilo,2100000000 ,2100 ,3,2,120,109,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3135,wonocolo,2100000000 ,2100 ,4,2,120,216,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P3136,tambaksari,2100000000 ,2100 ,5,4,126,150,SHM - Sertifikat Hak Milik,2200,1,2,0,2
P3137,rungkut,2100000000 ,2100 ,2,2,128,110,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P3138,rungkut,2100000000 ,2100 ,2,2,128,110,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3139,rungkut,2100000000 ,2100 ,2,2,128,110,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3140,wiyung,2100000000 ,2100 ,3,3,128,125,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P3141,gubeng,2100000000 ,2100 ,3,4,135,95,SHM - Sertifikat Hak Milik,2200,0,1,0,4
P3142,sambikerep,2100000000 ,2100 ,3,3,135,180,SHM - Sertifikat Hak Milik,2200,1,2,1,3
P3143,sambikerep,2100000000 ,2100 ,3,2,135,130,HGB - Hak Guna Bangunan,3500,1,2,1,4
P3144,sukolilo,2100000000 ,2100 ,5,3,135,250,SHM - Sertifikat Hak Milik,3300,0,1,0,2
P3145,wiyung,2100000000 ,2100 ,4,2,135,100,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3146,wiyung,2100000000 ,2100 ,5,4,142,185,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P3147,gubeng,2100000000 ,2100 ,5,3,144,140,"Lainnya (PPJB,Girik,Adat,dll)",2200,1,1,1,2
P3148,rungkut,2100000000 ,2100 ,4,2,144,160,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3149,dukuh pakis,2100000000 ,2100 ,3,3,160,110,SHM - Sertifikat Hak Milik,2200,1,1,1,1
P3150,lakarsantri,2100000000 ,2100 ,3,2,160,180,HGB - Hak Guna Bangunan,3500,0,2,1,4
P3151,sukomanunggal,2100000000 ,2100 ,3,3,170,110,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P3152,tambaksari,2100000000 ,2100 ,3,3,173,173,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P3153,tambaksari,2100000000 ,2100 ,3,3,173,173,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P3154,jambangan,2100000000 ,2100 ,3,2,175,75,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3155,pakal,2100000000 ,2100 ,3,1,180,96,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3156,rungkut,2100000000 ,2100 ,4,3,180,123,SHM - Sertifikat Hak Milik,4400,0,1,0,2
P3157,rungkut,2100000000 ,2100 ,3,2,180,123,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P3158,rungkut,2100000000 ,2100 ,3,3,180,360,SHM - Sertifikat Hak Milik,3500,1,2,1,2
P3159,tambaksari,2100000000 ,2100 ,4,4,180,180,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P3160,wiyung,2100000000 ,2100 ,2,2,180,150,HGB - Hak Guna Bangunan,2200,0,1,0,2
P3161,wiyung,2100000000 ,2100 ,2,2,180,150,HGB - Hak Guna Bangunan,2200,0,1,0,3
P3162,wiyung,2100000000 ,2100 ,2,2,180,150,HGB - Hak Guna Bangunan,2200,0,1,0,2
P3163,wiyung,2100000000 ,2100 ,2,1,180,150,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3164,wiyung,2100000000 ,2100 ,3,3,180,150,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3165,wiyung,2100000000 ,2100 ,2,2,180,150,SHM - Sertifikat Hak Milik,3500,1,1,1,2
P3166,wiyung,2100000000 ,2100 ,4,3,180,250,HGB - Hak Guna Bangunan,2200,0,2,0,4
P3167,wiyung,2100000000 ,2100 ,2,1,198,100,SHM - Sertifikat Hak Milik,2200,0,1,1,1
P3168,kenjeran,2100000000 ,2100 ,3,3,200,110,HGB - Hak Guna Bangunan,4400,1,1,1,2
P3169,rungkut,2100000000 ,2100 ,3,2,200,180,SHM - Sertifikat Hak Milik,4400,0,1,0,2
P3170,rungkut,2100000000 ,2100 ,5,3,200,250,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P3171,tambaksari,2100000000 ,2100 ,4,2,200,200,SHM - Sertifikat Hak Milik,2200,0,1,0,3
P3172,tambaksari,2100000000 ,2100 ,5,4,200,195,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3173,tambaksari,2100000000 ,2100 ,5,3,200,195,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3174,tenggilis mejoyo,2100000000 ,2100 ,3,2,200,180,SHM - Sertifikat Hak Milik,4400,0,1,0,2
P3175,tenggilis mejoyo,2100000000 ,2100 ,4,3,200,170,SHM - Sertifikat Hak Milik,4400,0,1,1,2
P3176,tenggilis mejoyo,2100000000 ,2100 ,3,1,201,180,SHM - Sertifikat Hak Milik,2200,0,1,1,2
P3177,tenggilis mejoyo,2100000000 ,2100 ,3,1,201,180,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3178,tenggilis mejoyo,2100000000 ,2100 ,3,1,201,180,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P3179,tambaksari,2100000000 ,2100 ,4,2,314,300,SHM - Sertifikat Hak Milik,900,0,1,1,1
P3180,wiyung,2100000000 ,2100 ,4,4,375,360,SHM - Sertifikat Hak Milik,4400,0,2,1,2
P3181,wonocolo,2100000000 ,2100 ,6,5,747,523,SHM - Sertifikat Hak Milik,6600,1,2,1,2
P3182,sukolilo,2210000000 ,2210 ,3,3,112,121,HGB - Hak Guna Bangunan,4400,1,2,0,4
P3183,sukolilo,2210000000 ,2210 ,3,3,112,121,HGB - Hak Guna Bangunan,4400,1,2,1,4
P3184,sukolilo,2240000000 ,2240 ,3,2,160,460,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P3185,gubeng,2250000000 ,2250 ,3,3,72,150,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3186,gubeng,2250000000 ,2250 ,3,3,72,150,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3187,gubeng,2250000000 ,2250 ,3,3,72,150,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3188,gubeng,2250000000 ,2250 ,3,3,72,150,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3189,gubeng,2250000000 ,2250 ,3,3,72,150,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3190,gubeng,2250000000 ,2250 ,3,3,72,150,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3191,wiyung,2250000000 ,2250 ,3,3,80,119,HGB - Hak Guna Bangunan,4400,1,2,1,4
P3192,kenjeran,2250000000 ,2250 ,3,3,83,122,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P3193,kenjeran,2250000000 ,2250 ,4,3,96,180,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P3194,mulyorejo,2250000000 ,2250 ,4,3,96,180,SHM - Sertifikat Hak Milik,3300,0,2,0,2
P3195,sukolilo,2250000000 ,2250 ,4,3,98,140,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P3196,sukolilo,2250000000 ,2250 ,4,3,100,150,SHM - Sertifikat Hak Milik,1300,0,2,0,2
P3197,kenjeran,2250000000 ,2250 ,2,1,102,80,SHM - Sertifikat Hak Milik,3300,0,1,0,2
P3198,benowo,2250000000 ,2250 ,2,2,105,96,HGB - Hak Guna Bangunan,3500,0,2,0,2
P3199,gubeng,2250000000 ,2250 ,3,3,105,215,HGB - Hak Guna Bangunan,4400,1,3,1,4
P3200,pakal,2250000000 ,2250 ,2,2,105,96,HGB - Hak Guna Bangunan,3500,1,2,1,2
P3201,sambikerep,2250000000 ,2250 ,3,2,108,125,HGB - Hak Guna Bangunan,2200,1,2,1,4
P3202,wiyung,2250000000 ,2250 ,3,3,108,170,HGB - Hak Guna Bangunan,1300,0,2,0,4
P3203,lakarsantri,2250000000 ,2250 ,3,3,112,112,HGB - Hak Guna Bangunan,2200,0,2,0,2
P3204,lakarsantri,2250000000 ,2250 ,3,3,112,112,HGB - Hak Guna Bangunan,2200,0,2,0,4
P3205,wiyung,2250000000 ,2250 ,5,4,114,190,HGB - Hak Guna Bangunan,3500,0,3,0,4
P3206,sambikerep,2250000000 ,2250 ,3,3,120,180,HGB - Hak Guna Bangunan,2200,0,2,0,2
P3207,mulyorejo,2250000000 ,2250 ,4,2,135,150,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P3208,mulyorejo,2250000000 ,2250 ,4,2,135,150,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P3209,sukolilo,2250000000 ,2250 ,3,2,135,160,SHM - Sertifikat Hak Milik,3300,1,2,1,2
P3210,gayungan,2250000000 ,2250 ,4,3,136,192,SHM - Sertifikat Hak Milik,3500,0,2,0,4
P3211,tenggilis mejoyo,2250000000 ,2250 ,4,4,140,180,SHM - Sertifikat Hak Milik,3500,0,1,0,2
P3212,wiyung,2250000000 ,2250 ,4,3,142,185,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P3213,gubeng,2250000000 ,2250 ,5,3,144,140,"Lainnya (PPJB,Girik,Adat,dll)",2200,0,2,0,2
P3214,semampir,2250000000 ,2250 ,4,2,160,130,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P3215,sukolilo,2250000000 ,2250 ,3,1,160,130,SHM - Sertifikat Hak Milik,2200,1,1,1,1
P3216,tenggilis mejoyo,2250000000 ,2250 ,3,3,160,125,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P3217,sukolilo,2250000000 ,2250 ,4,2,165,160,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P3218,tenggilis mejoyo,2250000000 ,2250 ,4,2,165,170,SHM - Sertifikat Hak Milik,2200,0,2,1,2
P3219,wiyung,2250000000 ,2250 ,4,3,175,235,SHM - Sertifikat Hak Milik,2200,1,2,0,2
P3220,rungkut,2250000000 ,2250 ,3,2,183,183,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P3221,rungkut,2250000000 ,2250 ,2,2,200,200,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P3222,rungkut,2250000000 ,2250 ,3,2,200,150,SHM - Sertifikat Hak Milik,3500,1,2,1,1
P3223,rungkut,2250000000 ,2250 ,2,2,200,200,SHM - Sertifikat Hak Milik,1300,1,2,1,2
